Date,Title,Company,Location,Description,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-15,"Graduate, Trainee - Risk",Stanbic Bank Tanzania,"Maseru, Maseru District, Lesotho","Job Description
Support the Bank’s Risk Department in managing and monitoring all risk types, with a strong emphasis on financial risks such as credit, market, and liquidity risks. This role is designed to provide hands-on experience in banking risk management and regulatory compliance, preparing the trainee for a future career in risk oversight within the financial services industry.
Provide support and implement the Bank Governance principles and the overall framework inclusive of policies, procedures and mandates for the consistent and unified governance, identification, measurement, management, and reporting of all risk types.
Assist in identifying, assessing, and monitoring financial risks including credit risk (loan portfolios), market risk (interest rate and FX exposures), and liquidity risk.
Support the implementation of risk management frameworks aligned with Basel III, IFRS 9, and other regulatory requirements.
Participate in stress testing and scenario analysis to evaluate the bank’s resilience under adverse conditions.
Collect and analyse risk data for regulatory reporting and internal dashboards.
Monitor compliance with Central Bank regulations and internal risk policies.
Contribute to risk awareness initiatives across business units.
Collaborate with credit, treasury, and compliance teams to understand risk exposures and mitigation strategies.
Prepare reports and presentations for the Risk Committee and senior management.
Ensure adverse findings raised by internal and external assurance providers as well as Regulators are satisfactorily resolved to prevent recurrence.
Qualifications
Qualifications
Bachelor’s degree in finance, Economics, Risk Management, Accounting, Financial Engineering, Mathematics, Statistics.
CFA will be an added advantage
Knowledge
Strong analytical and quantitative skills; knowledge of financial instruments and banking products is an advantage.
Proficiency in MS Excel and data analysis tools; familiarity with risk modelling software is a plus.
Risk Identification & Assessment: Skilled at identifying and assessing financial risks using both quantitative and qualitative methods.
Financial Modelling & Quantitative Analysis: Skilled in building financial models and performing stress tests and scenario analyses to assess risk exposure.
Data Analytics & Technology: Proficient in leveraging data analytics platforms, statistical modelling, and data visualization to extract actionable insights.
Financial Products & Markets Knowledge: Deep understanding of a broad spectrum of financial products and markets.
Regulatory & Compliance Expertise: Strong command of regulatory frameworks, including the Basel Accords, as well as thorough knowledge of both local and international compliance requirements.
Market Risk Assessment: Demonstrated proficiency in evaluating and monitoring market risk across diverse financial instruments and portfolios.
Risk Model Development: Hands-on experience in designing, developing, and implementing robust risk models..
Additional Information
Skilled communicator, presenting complex risk insights to leaders and regulators.
Strong leader and effective collaborator in cross-functional teams.
Proactive, adaptable, and committed to ongoing learning and risk monitoring.
Detail-oriented and independent, consistently delivering reliable outcomes.",Internship,Full-time,"Research, Analyst, and Information Technology",Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327840294,https://ls.linkedin.com/jobs/view/graduate-trainee-risk-at-stanbic-bank-tanzania-4327840294,Bac+5 / Master / Ingénieur,Senior (> 5 ans),General Search
2025-12-15,Magasinier,Bénin Digital,"Cotonou, Littoral, Benin","Fiche de poste Secteur d’activité Transport et Logistique Métier / Poste Responsable magasinage Effectif 1 Résumé du poste Le/la Technicien(ne) supérieur spécialisé en transport et logistique planifie, organise et contrôle tout ou partie des opérations logistiques (réception, stockage, préparation de commandes, approvisionnement, expédition de marchandises, produits, …) d’un site (plate-forme logistique, unité de production, …) ou d’un service, selon les impératifs (délais, qualité, coûts, …), la réglementation et les règles d’hygiène et de sécurité. Il peut participer à la réalisation d’opérations logistiques et intervenir sur un domaine spécialisé (gestion des stocks, approvisionnement,). Il planifie et gère les flux d’approvisionnement et les délais de fabrication (matières premières, produits, informations, …) amont et aval à la production, en fonction des commandes et des impératifs de l’entreprise. Il peut coordonner une équipe (approvisionnement, stock, manutention, …). Il réalise des opérations techniques d’assainissement, de décontamination ou de maintenance en milieu nucléaire, bactériologique ou chimique. Il met en oeuvre des équipements, installations et procédures de déplacements d’éléments polluants et nocifs selon des règles de sécurité et sanitaires strictes. L’activité de cet emploi/métier s’exerce au sein de plates-formes logistiques de stockage, de services logistiques, d’entrepôts, de magasins d’entreposage commerciaux, d’unités de production, en relation avec différents interlocuteurs/services (préparateurs de commandes, caristes, services production et commerciaux, clients, fournisseurs, …). Elle varie selon le type de marchandises (mécanique, électroménager, alimentaires, pharmaceutiques, …), le mode d’organisation (plate-forme internationale, nationale, régionale, …) et le degré d’informatisation et d’automatisation du site. Elle peut s’exercer en horaires décalés, les fins de semaine, jours fériés, de nuit et être soumise à des astreintes. Le port d’équipements de protection (chaussures de sécurité, gants, casque, …) peut être requis. Principales activités
Planifier le traitement des commandes
Contrôler la réception des commandes
Planifier l’activité du personnel
Suivre la gestion des zones de stockage
Contrôler la gestion des stocks
Coordonner des opérations
Contrôler une opération logistique
Suivre les besoins en équipements, matériels et consommables
Informer le client sur les conditions de réalisation d’une commande
Relever les mesures et détecter les atteintes ou dépassement de seuil de contamination, de toxicité ou de pollution
Intervenir sur une zone sensible
Récupérer et reconditionner les agents pollueurs et matériaux contaminés en limitant les risques de propagation de pollution ou d’accident
Concevoir le schéma d’organisation d’une activité logistique
Concevoir des outils de pilotage
Synchroniser les activités logistiques avec le cahier des charges
Suivre la mise en place et la réalisation des plans d’action logistiques et contrôler la conformité d’application
Déterminer des actions correctives
Superviser l’acheminement de produits
Analyser les coûts de la chaîne logistique (supply chain)
Organiser et coordonner le circuit des informations sur le fonctionnement d’une structure
Déployer un système de gestion des flux logistiques
Définir la stratégie logistique d’une structure
Déterminer les évolutions des systèmes informatiques de gestion et de suivi d’une chaîne logistique
Coordonner l’activité d’une équipe Compétences requises
Organisation de la chaîne logistique
Organisation d’un site d’entreposage (plan de circulation, …)
Gestion des stocks et des approvisionnements
Réglementation sur le stockage de produits spécifiques (dangereux, sous température dirigée, phytosanitaire, …)
Réglementation liée à la conduite d’engins de manutention
Outils bureautiques
Réglementation du transport de marchandises
Normes qualité
Techniques de planification
Logiciel d’Échange de Données Informatisées (EDI)
Qualité, Hygiène, Sécurité et Environnement (QHSE)
Techniques d’import/export
Réglementation des douanes
Pratique de l’anglais technique Aptitudes
Rigueur et méthode
Sens du travail en équipe
Vigilant / attentif
Flexible Diplôme BAC +2 en transport et logistique ou domaines connexes Spécifications Compétences spécifiques Oui BAC +3 Avoir travaillé dans une organisation logistique informatique Expériences professionnelle requise Oui au moins 1 an Travail de nuit Oui occasionnel Déplacement fréquents hors base de travail Oui occasionnel Nuit hors domicile (Permanence) Oui Age spécifique Oui -40ans Langue Oui Anglais Lieux Cotonou, 12eme arrondissement",Entry level,Full-time,Sales and Business Development,Computer and Network Security,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343694484,https://bj.linkedin.com/jobs/view/magasinier-at-b%C3%A9nin-digital-4343694484,Bac,40 ans/years,General Search
2025-12-15,Junior Buyer,noon,"Cairo, Egypt","About noon
We’re building an ecosystem of digital products and services that power everyday life across the Middle East—fast, scalable, and deeply customer-centric. Our mission is to deliver to every door every day. We want to redefine what technology can do in this region, and we’re looking for a (add title) who can help us move even faster.
Noon’s fastest hyper-local delivery platform, Noon Minutes, offers a localized assortment of FMCG & grocery products with delivery within 15-minutes. Currently live across the UAE and Saudi Arabia, offering thousands of products to customers in record time.
noon’s mission: Every door, every day.
What you'll do:
The job holder will be responsible for managing vendor selection and in developing and maintaining strong vendor partnerships. The role will also be inclusive of responsibilities such as monitoring industry trends and evaluating competition, to attend major markets as feasible and necessary.
Perform weekly stock and sales analysis to ensure all brands are trending correctly in line with sales plans.
Review planned deliveries in line with sales targets & percentage mix by category, price level and stock levels to achieve sales, profitability and turnover
Demonstrate understanding of product and pricing analysis to inform pricing strategy and manage all spend within budgetary requirements.
Negotiate new & improved working terms with global suppliers to help achieve target margin on all orders up to clearance in line with buying strategy and KPIs.
Accumulate trend information and generally maintain market awareness in keeping with our target customer to inform and analyze buying decisions and product performance.
Coach and inspire junior members of the team
Proactively identify strong and weak selling items and report scope for enhancement to the selection strategy accordingly and report the senior management on a regular basis
Meet and manage suppliers with a view to building robust and preferential relationships and secure timely delivery of orders.
Prioritize and secure favorable credit terms with suppliers
Ensure timely and accurate replenishment of stock
Maximizing sales and margins. Understanding the price positioning of the products and gleaning knowledge of how the design and specification of the accessories impacts on the target cost price. Ensure all products are developed within these perimeters.
What you'll need:
Bachelor's Degree in Business Administration or a similar field
Some exposure to the eCommerce Industry
Strong stakeholder management skills
Strong influencing, negotiation and communication skill
Strategic commercial thinker with impressive analytical skills and critical mindset.
Strong technical skills in Microsoft Office/Google Suite
Outstanding oral and written communication skills to drive projects with relevant stakeholders across the organization
Who will excel?
We’re looking for people with high standards, who understand that hard work matters.
You need to be relentlessly resourceful and operate with a deep bias for action.
We need people with the courage to be fiercely original.
noon is not for everyone; readiness to adapt, pivot, and learn is essential.",Entry level,Full-time,Management and Sales,Retail,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343662293,https://eg.linkedin.com/jobs/view/junior-buyer-at-noon-4343662293,Bac+3 / Licence,Senior (> 5 ans),General Search
2025-12-15,Finance Accountant,Aptiv,Democratic Republic of the Congo,"This position needs to be replaced for working on related fixed asset, managing lease accelerator data and planning CAPEX report.
Privacy Notice - Active Candidates: https://www.aptiv.com/privacy-notice-active-candidates
Aptiv is an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, gender identity, sexual orientation, disability status, protected veteran status or any other characteristic protected by law.",Not Applicable,Full-time,Accounting/Auditing and Finance,Software Development,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4096053125,https://cd.linkedin.com/jobs/view/finance-accountant-at-aptiv-4096053125,N/A,N/A,General Search
2025-12-15,Office and Travel Administrator,Bowmans (Law Firm),Johannesburg Metropolitan Area,"Purpose:
The purpose and function of this job is to ensure that all Bowmans operation vendors are coded and processed correctly and paid timeously as well as the management of the Travel Desk and assistance with BEE.
Experience and Qualifications:
Senior Certificate essential
Business Management Diploma (or related certificate) preferable or Financial Diploma/Degree
3-5 years in a similar role in a professional services environment
Financial literacy experience would be an advantage
Key Accountabilities:
Preparation of Invoices for Payments
Prepare invoices for payment, ensuring accuracy and completeness of all supporting documentation.
Process all Operations and Facilities Purchase Orders on 3E in accordance with established procedures
Liaise with relevant stakeholders to obtain correct GL cost centres and submit invoices for payment.
Ensure all payment requests are supported by the required documentation and approvals.
Reconcile travel expenses to the appropriate matter numbers or GL codes and process them for payment.
BEE/Legal Sector Code
Obtain and maintain up-to-date BEE certificates from all relevant suppliers and update the 3E system accordingly.
Assist with the preparation and coordination of the annual BEE Compliance Audit, including gathering required documentation and liaising with internal and external stakeholders.
Archiving/ Safe custody
Oversee, control, and administer all archiving and safe custody processes, ensuring the secure handling, storage, and retrieval of documents and files.
Develop and recommend improved systems, procedures, and workflows to enhance efficiency and compliance across all archiving and safe-custody functions.
Coordinate and manage requests for the upliftment or retrieval of files from archiving, ensuring timely delivery and proper tracking.
Travel
Ensure all international travel insurance is issued timeously for staff travelling abroad.
Add all new staff members to the TravelIT system and ensure their profiles are correctly set up.
Arrange and coordinate TravelIT system training for Bowmans staff as required.
Serve as Travel Administrator by assisting with travel bookings, including flights, accommodation, and car hire.
Review and prepare annual Hotel Corporate Rate Agreements for signature by the Head of Operations, ensuring accuracy and alignment with firm requirements.
Complete monthly reconciliation of the Bowmans Lodge card statements.
Maintain Bowmans Business Uber system by removing leavers and adding new joiners
Complete monthly reconciliation of the Bowmans Uber Account.
Provide and review the monthly Bowmans Investec Points Statement.
General Administration
Provide administrative support to the Managers by assisting with general operations queries and coordinating follow-up where required.
Relationship Building
Develop and maintain relationships with all individuals below management level as a trusted administration resource
Develop and maintain relationships with all levels of staff as a trusted resource.
Maintain strong working relationships with and have open and transparent communication between all members of the administration team
Competencies
Attention to Detail
Decision Making
Interactive Communication
Initiative
Problem solving
Relationship Building
Resilience
Information Management
Using Information Technology
""Bowmans is committed to achieving the objectives set in its transformation charter, and the targets in its employment equity plan. All recruitment decisions will be taken with due consideration being given to these objectives",Mid-Senior level,Full-time,Administrative,Law Practice,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4349819840,https://za.linkedin.com/jobs/view/office-and-travel-administrator-at-bowmans-law-firm-4349819840,Certified,3 ans/years,General Search
2025-12-15,"Consultant, Morocco",Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Morocco","Who We Are
Boston Consulting Group partners with leaders in business and society to tackle their most important challenges and capture their greatest opportunities. BCG was the pioneer in business strategy when it was founded in 1963. Today, we help clients with total transformation-inspiring complex change, enabling organizations to grow, building competitive advantage, and driving bottom-line impact.
To succeed, organizations must blend digital and human capabilities. Our diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark change. BCG delivers solutions through leading-edge management consulting along with technology and design, corporate and digital ventures—and business purpose. We work in a uniquely collaborative model across the firm and throughout all levels of the client organization, generating results that allow our clients to thrive.
What You'll Do
Play a pivotal role in cross-functional teams to solve complex client challenges across various industries and geographics.
Craft in-depth data analyses using advanced tools and techniques to drive sophisticated hypothesis generation.
Thoughtfully communicate insights, steering decisions and overseeing change execution with clients and stakeholders.
Lead key workstreams autonomously, ensuring alignment with project objectives and timelines.
Travel as required by business needs to collaborate with clients on-site.
What You'll Bring
A minimum of 2-8 years of relevant professional experience, with a proven track record of managing teams and successfully implementing business strategies.
Advanced degree or exceptional work experience beyond a bachelor's degree.
Superior analytical and problem-solving skills, with an unparalleled attention to detail.
Proven ability in critical thinking and solution creation.
Agility in shifting between various projects and teams.
You articulate strategies and insights with precision, ensuring messages resonate with our global clients.
Demonstrated leadership in diverse group settings and adaptability to evolving project landscapes.
Who You'll Work With
We are committed to your growth. As a Consultant, you'll receive training, coaching, and mentorship to further develop your skills and expertise. Tailored leadership trainings will prepare you to take the next step. At BCG you'll have the opportunity to explore new horizons and expand your potential.
Boston Consulting Group is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under national, provincial, or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.
BCG is an E - Verify Employer. Click here  for more information on E-Verify.",Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",Business Consulting and Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4074898094,https://ma.linkedin.com/jobs/view/consultant-morocco-at-boston-consulting-group-bcg-4074898094,Bac+3 / Licence,2 ans/years,General Search
2025-12-15,Procurement Engineer,R&E Petroleum and Facilities Management Co.,"Alexandria, Alexandria, Egypt","We are looking for an experienced Procurement Engineer to join our dynamic team. This role involves managing procurement processes, ensuring timely acquisition of materials and services, and maintaining strong relationships with suppliers.
Tasks
Develop and implement procurement strategies in alignment with company goals.
Evaluate supplier performance and negotiate contracts to secure optimal quality and pricing.
Collaborate with cross-functional teams to forecast demand and manage inventory levels.
Analyze market trends and adjust procurement strategies as needed.
Requirements
Bachelor’s degree in Engineering, Supply Chain Management, or a related field.
At least 5 years of procurement experience, preferably in the petroleum or energy sector.
Strong negotiation and communication skills.
Proficiency in procurement software and Microsoft Office Suite.
What We Offer:
Competitive salary.
Opportunities for professional development and career advancement.
A supportive and collaborative work environment.
Benefits
* Competitive salary.
* Opportunities for professional development and career advancement.
* A supportive and collaborative work environment.
How to Apply:
Interested candidates should send their CV via WhatsApp to +20 1021048440,
using the code ""App-Proc2024""
.",Associate,Full-time,Engineering,"Oil, Gas, and Mining",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350230288,https://eg.linkedin.com/jobs/view/procurement-engineer-at-r-e-petroleum-and-facilities-management-co-4350230288,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-15,Gestor de Marketing e Marca,Stanbic Bank Tanzania,"Kifica, Luanda Province, Angola","Job Description
Condimentum parturient fermentum est diam a cras adipiscing est a enim iaculis ultricies phasellus condimentum torquent potenti ut pharetra curabitur. Eu ullamcorper per bibendum eu pulvinar dictum purus vestibulum vehicula fames nibh vehicula sed cras a ac a penatibus a metus elit. Eu curabitur porta a bibendum ullamcorper sagittis a nisl parturient cum scelerisque elementum a a scelerisque tristique a scelerisque hac a a vestibulum a elit cubilia duis vestibulum. Aptent ad ullamcorper at donec nostra class a malesuada himenaeos parturient per ac id consectetur urna blandit.
Qualifications
Condimentum parturient fermentum est diam a cras adipiscing est a enim iaculis ultricies phasellus condimentum torquent potenti ut pharetra curabitur. Eu ullamcorper per bibendum eu pulvinar dictum purus vestibulum vehicula fames nibh vehicula sed cras a ac a penatibus a metus elit. Eu curabitur porta a bibendum ullamcorper sagittis a nisl parturient cum scelerisque elementum a a scelerisque tristique a scelerisque hac a a vestibulum a elit cubilia duis vestibulum. Aptent ad ullamcorper at donec nostra class a malesuada himenaeos parturient per ac id consectetur urna blandit.
Additional Information
Condimentum parturient fermentum est diam a cras adipiscing est a enim iaculis ultricies phasellus condimentum torquent potenti ut pharetra curabitur. Eu ullamcorper per bibendum eu pulvinar dictum purus vestibulum vehicula fames nibh vehicula sed cras a ac a penatibus a metus elit. Eu curabitur porta a bibendum ullamcorper sagittis a nisl parturient cum scelerisque elementum a a scelerisque tristique a scelerisque hac a a vestibulum a elit cubilia duis vestibulum. Aptent ad ullamcorper at donec nostra class a malesuada himenaeos parturient per ac id consectetur urna blandit.",Entry level,Full-time,Marketing and Sales,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327691767,https://ao.linkedin.com/jobs/view/gestor-de-marketing-e-marca-at-stanbic-bank-tanzania-4327691767,N/A,N/A,General Search
2025-12-15,Remote Recruiter - No Experience Needed,The Construction Index Ltd,"Tamale, Northern Region, Ghana","Salary: US$3000 - US$11000 per month
Type: Freelance
Region: International
Town/City: Tamale
Posted: 12/12/2025
Reference: RECX002_1765570329
Job Description
Remote Recruiter - No Experience Needed
Location: Remote (Worldwide)Type: Freelance / Flexible / Platform Access
Overview:RecXchange is a global platform for people who want to work as recruiters, earn from real roles, and collaborate with others around the world.You can be experienced or completely new - the system supports all levels.
You work when you want.No boss. No contract. No limits.
What You Do:* Find or upload good candidates* Choose real roles inside the platform* Use our AI tools to match candidates quickly* Work alone or collaborate with other recruiters* Earn $3,000-$11,000 when your candidate gets hired
What You Get:* Free account to start* Simple ATS + CRM tools* Access to 270M+ candidate profiles* Real client roles (RecX Direct)* Roles shared by recruiters (Xchange Engine)* Global recruiter community for support* Upgrades available when you want more access
Perfect For:People who want to work as recruiters, earn from placements, and have full freedom over their time and workflow.
Apply for this job
Discover more
Construction Games App
Construction Equipment Attachments
Fall arrest systems
Construction industry games
Concrete reinforcement products
Construction machinery attachments
Digger Blog Content
Used construction plant sales
Construction Podcast Series
Construction equipment rentals",Mid-Senior level,Contract,Human Resources,Broadcast Media Production and Distribution,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4343624711,https://gh.linkedin.com/jobs/view/remote-recruiter-no-experience-needed-at-the-construction-index-ltd-4343624711,N/A,N/A,General Search
2025-12-15,HEAD OF SALES (WULING MOTOR DIVISION),"CIG Motors Co., Ltd",Nigeria,"Job Summary:
The Head of Sales is responsible for leading, shaping, and driving the commercial performance of the organization.
This role oversees the end-to-end sales function, ensuring the development and execution of robust sales strategies,
the effective management of sales teams, the strengthening of key customer relationships, and the consistent achievement of revenue and profitability targets. The Head of Sales plays a pivotal leadership role in steering business growth, identifying market opportunities, and ensuring the company maintains a competitive edge.
Key Responsibilities:
Prepare and present comprehensive weekly and monthly reports to the ED/Chairman, highlighting sales performance, market insights, business risks, and strategic recommendations.
Analyse sales and market data to uncover performance gaps, emerging trends, and growth opportunities.
Build and maintain strong cross-functional relationships with Sales, Marketing, After-sales, Finance, and other internal stakeholders to maximize commercial outcomes.
Lead the development and execution of effective sales strategies, promotional campaigns, and go-to-market plans to drive both retail and fleet sales.
Oversee all sales operations to ensure timely, efficient, and customer-centric sales closure.
Set, monitor, and manage sales targets for the team, ensuring accountability and high performance.
Identify high-value target accounts, craft winning business strategies, and execute sales and marketing plans to secure new business and expand market share.
Champion continuous improvement across the sales function, including process optimization, performance management, and customer relationship enhancement.
Requirements
Minimum of 15 years’ experience in a multinational or structured corporate environment, preferably within the automotive or related industry.
Bachelor’s degree in a relevant field; master’s degree or MBA is strongly preferred.
Demonstrated success in consistently exceeding sales targets and leading high performing teams in fast-paced, high-pressure environments.
Exceptional leadership, communication, and interpersonal skills, with the ability to inspire teams, influence stakeholders, and build strong business relationships.
Benefits
Competitive Salary
13th Month Allowance
Leave Allowance
Monthly Performance Bonus
Retirement Savings
Medical Coverage
Employee Car Ownership Scheme
Learning & Development Budget
Group Life Insurance
Opportunity to work in a fast-paced and dynamic environment",Mid-Senior level,Full-time,Sales,Motor Vehicle Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327763094,https://ng.linkedin.com/jobs/view/head-of-sales-wuling-motor-division-at-cig-motors-co-ltd-4327763094,Bac+5 / Master / Ingénieur,15 ans/years,General Search
2025-12-15,Hotel Housekeeper/Cleaner,African Safari Group,"Johannesburg, Gauteng, South Africa","A fantastic opportunity for a motivated and passionate Room Attendant to work full and part-time has arisen to join our amazing housekeeping team.
You will be required to complete a detailed clean of our guest rooms within the hotel, ensuring we exceed guests' needs and comply to our high standards of hygiene and cleanliness daily.
For more info call / whatsapp our Recruitment Agency Team on +27 61 302 5106.
The Ideal Room Attendant Will Have
Previous housekeeping experience desired
Good communication skills
Attention to details
Commitment to provide the highest level of guest care
Ability to follow procedures and instructions
Weekends availability
Job Type : Full-time
Benefits : Company pension
Company pension
Employee discount
Referral programme
Store discounts
Wellness programmes",Entry level,Part-time,Management and Manufacturing,Travel Arrangements,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350001361,https://za.linkedin.com/jobs/view/hotel-housekeeper-cleaner-at-african-safari-group-4350001361,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-15,3 CLEANERS NEEDED,African Safari Group,"Roodepoort, Gauteng, South Africa","A fantastic opportunity for a motivated and passionate Room Attendant to work full and part-time has arisen to join our amazing housekeeping team.
You will be required to complete a detailed clean of our guest rooms within the hotel, ensuring we exceed guests' needs and comply to our high standards of hygiene and cleanliness daily.
For more info call / whatsapp our Recruitment Agency Team on +27 61 302 5106.
The Ideal Room Attendant Will Have
Previous housekeeping experience desired
Good communication skills
Attention to details
Commitment to provide the highest level of guest care
Ability to follow procedures and instructions
Weekends availability
Job Type : Full-time
Benefits : Company pension
Company pension
Employee discount
Referral programme
Store discounts
Wellness programmes",Entry level,Part-time,Management and Manufacturing,Travel Arrangements,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4349897075,https://za.linkedin.com/jobs/view/3-cleaners-needed-at-african-safari-group-4349897075,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-15,Branch Team Leader,Stanbic Bank Tanzania,"Delmas, Mpumalanga, South Africa","Job Description
To ensure the effective functioning of a Point/s of Representation (POR/s) including operational aspects (e.g., security, cash, etc.) and sales and service matters in line with client experience and laid down requirements. (Applicable where UB I, Cash Consultant I and CLO are present).
Qualifications
Minimum Qualifications:
Type of Qualification: First Degree
Field of Study: Business Commerce
Licenses & Certifications: FAIS Representative
Experience Required
Personal and Private Banking Exposure
5-7 years Relevant FAIS qualification and experience.
Front line experience in serving customers in order to meet sales and service objectives. Knowledge of other departments and their functions within a branch.
Additional Information
Behavioural Competencies
Generating Ideas
Exploring Possibilities
Providing Insights
Adopting Practical Approaches
Convincing People
Technical Competencies
Banking Process & Procedures
Application & Submission Verification (Consumer Banking)
Customer Acceptance & Review (Consumer Banking)
Customer Understanding ( Consumer Banking)
Product Knowledge (Consumer Banking)",Mid-Senior level,Full-time,Information Technology,Financial Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4327671796,https://za.linkedin.com/jobs/view/branch-team-leader-at-stanbic-bank-tanzania-4327671796,Bac+5 / Master / Ingénieur,5 ans/years,General Search
2025-12-15,Paralegal,Adams & Adams,"Pretoria, Gauteng, South Africa","About Us
At Adams & Adams, we pride ourselves on being an industry leader in Africa, driven by a commitment to client centricity and unparalleled service. We foster an environment of trust, collaboration and personal growth for our people and our community.
Our success is built on attracting and nurturing exceptional talent while fostering a culture of continuous learning and innovation. We are deeply committed to the development and well-being of our people, striving to create an engaging work environment where everyone can reach their full potential. By empowering our team to bring fresh ideas and innovative solutions to the workplace, we ensure that our clients receive the best possible service.
Job Purpose
The Paralegal will manage trademark renewals and recordals for local and international clients, ensuring compliance with statutory and foreign requirements. The role involves drafting legal documents, liaising with clients and attorneys, maintaining IP systems, and supporting billing and administrative processes.
Requirements:
Key Skills, Knowledge and Competencies:
Attention to detail & precision
Client service orientation
Results & deadline focus
Analytical problem-solving
Integrity & sound judgment
Clear written & verbal communication
Ownership & initiative
Leadership & team management
Resilience under pressure
Professionalism & service orientation
Familiarity with Patricia IP system (added advantage)
Trademark renewals experience (local & international)
Ability to interpret legislation and foreign requirements
Strong organizational and prioritization skills
Ability to work independently and under pressure
Excellent English language skills
Computer literacy
Key Responsibilities:
Trademark Renewals & Recordals
Attend to local and international trademark renewals
Process recordal applications (changes of names, addresses)
Ensure compliance with foreign country requirements
Legal Documentation & Drafting
Draft documents and original correspondence for attorney review
Ensure accuracy and adherence to legal standards
Client & Attorney Liaison
Communicate with correspondent clients and attorneys
Manage enquiries and provide timely updates
IP System Management
Accurately update Patricia IP system
Maintain data integrity and compliance
Practice Administration & Billing
Assist with billing, fee collections, and enquiries
Manage urgent matters promptly and efficiently
Research & Compliance
Read and interpret relevant legislation
Conduct independent research on renewal and recordal requirements
Team Management
Provide clear instructions and manage secretarial support
Ensure workflow efficiency
Education:
A relevant tertiary qualification
Paralegal certificate / Higher Certificate in Law
Job Specific Competencies:
Strong attention to detail
Ability to work under pressure with high volumes
Good organizational and prioritization skills
Initiative and independence in problem-solving
Strong interpersonal skills for dealing with multiple stakeholders
Work with a reputable legal practice at Adams & Adams where we are committed to being responsible business, both in our internal management and in the delivery of client services. We aim to make a positive impact on our clients, colleagues, profession, and the local community.",Associate,Full-time,Legal,Law Practice and Legal Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350261121,https://za.linkedin.com/jobs/view/paralegal-at-adams-adams-4350261121,Bac+5 / Master / Ingénieur,N/A,General Search
