Date,Month,Title,Company,Location,Description,Seniority,Employment Type,Job Functions,Industries,API Link,Original Link,Niveau Étude,Experience,Keyword
2025-12-26,December,CV Monteur - Spijkenisse,VNOM,"Pietermaritzburg, KwaZulu-Natal, South Africa","Wat ga je doen?
Wij Zijn Met Spoed Op Zoek Naar Een Gedreven CV-Monteur! Ben Jij Techneut In Hart En Nieren En Ben Jij Op Zoek Naar Een (nieuwe) Uitdaging? Binnen Deze Functie Ben Jij Verantwoordelijk Voor Het Installeren, Repareren, En Onderhouden Van CV-installaties. Ook Zul Jij Je Bezighouden Met
De montage van CV-ketels, radiotoren binnen de woningbouw en utiliteit;
Aansturen van hulpmonteurs, maar ook zelfstandig zul jij aan de slag gaan;
Je bent het visitekaartje van het bedrijf en draagt zorg voor tevreden klanten;
De kwaliteit maar ook de kwantiteit hooghouden tijdens je werkzaamheden als CV-Monteur.
Wat heb je nodig?
Kan jij niet wachten om te starten als CV-Monteur binnen een bruisend bedrijf? Solliciteer dan direct en ga zo snel mogelijk aan de slag!
Een afgeronde MBO-opleiding (richting Techniek);
Je hebt een aantal jaren werkervaring als Installatiemonteur of CV-Monteur;
In het bezit van een VCA-certificaat, of bereid deze te behalen;
Rijbewijs B.
Kortom: dus ben jij de hardwerkende CV-Monteur waar wij naar op zoek zijn? Ga dan deze uitdaging aan!
Je Krijgt
Naast een afwisselende baan met veel ontwikkelingsmogelijkheden
Uitstekend salaris tussen de 2.800,- en 4.500,- bruto per maand (afhankelijk van jouw ervaring);
Opleidings- en doorgroeimogelijkheden;
Goede pensioenregeling;
Reis- en onkostenvergoeding (mits van toepassing);
Auto, telefoon en tablet of laptop behoren tot de mogelijkheden;
Uitzicht op een vast contract.
Functie-voorstel
Heb je interesse in de vacature? Dan zie ik je sollicitatie graag tegemoet! Mocht je nog vragen hebben ben ik te bereiken op 06-58978367 of op het email adres: via de button ""Solliciteer nu"" op deze pagina.. Hopelijk tot snel!
5cd8a0b9cc68f9ffa4c9253553278a55tec",Entry level,Full-time,Engineering,Industrial Machinery Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346158794,https://za.linkedin.com/jobs/view/cv-monteur-spijkenisse-at-vnom-4346158794,N/A,N/A,General Search
2025-12-26,December,Team Leader: Cape Town,Smith+Nephew,"Cape Town, Western Cape, South Africa","Team Leader – Cape Town
Life Unlimited.
At Smith+Nephew, we design and manufacture technology that takes the limits off living. We believe that through innovation, development and supporting our customers and patients we can help others achieve a Life Unlimited! Our products are in 100 countries globally and supporting this takes a huge effort.
What will you be doing?
This role forms part of the Supply Chain Division. The incumbent is responsible for a team of Loan Set Controllers, co-ordination and the preparation of loan sets and inventory required by Customers. The individual must ensure that all bookings are executed and co-ordinate daily deliveries and collections with their team, as per Standard Operating Procedures.
What will you need to be successful?
To supervise the activities of their subordinates.
To investigate disciplinary and grievance problems, and to refer them to the Warehouse Manager for further action.
To ensure that all daily bookings are carried out accurately, on time and in full.
Assists with monthly / quarterly stock takes.
Assists with training of new staff on systems and protocols.
Ensures high standards of housekeeping and safety in the OSC. Adhere to Quality Policies and ensure the Quality Assurance becomes a Culture within OSC.
Successful candidates would need the following:
Education:
Matric and/or Qualification in Supply Chain or a related field.
Experience:
Minimum of 3- 5 years’ experience within a Warehouse environment. Preferably with a background in the medical devices / Pharmaceuticals Industry.
You. Unlimited.
165 years of pioneering innovation requires a relentless focus on what’s next. We’re focused on you. You’re what’s next...
Inclusion, Belonging and Equity: Committed to Welcoming, Celebrating and Thriving on Diversity, Learn more about our Employee Inclusion Groups on our website (https://www.smith-nephew.com/)
Work/Life Balance: Flexible Vacation and Time Off, Paid Holidays and Paid Volunteering Hours, so we can give back to our communities!
Your Wellbeing: Medical Insurance and an Employee Wellness Programme and much more.
Training: Direct, Team-Customized, Mentorship.
Stay connected by joining our Talent Community.
We're more than just a company - we're a community! Follow us on LinkedIn to see how we support and empower our employees and patients every day.
Check us out on Glassdoor for a glimpse behind the scenes and a sneak peek into
You. Unlimited.
, life, culture, and benefits at S+N.
Explore our website and learn more about our mission, our team, and the opportunities we offer.",Mid-Senior level,Full-time,Information Technology,Medical Equipment Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325638690,https://za.linkedin.com/jobs/view/team-leader-cape-town-at-smith%2Bnephew-4325638690,Bac,3 ans/years,General Search
2025-12-26,December,Senior Candidate Engineer | Bulk Water Conveyance and Distribution,Zutari,"Pretoria, Gauteng, South Africa","Description
Zutari: Co-creating an engineered impact.
Zutari is a well-established, management-owned engineering firm with almost 90 years’ experience. As human-centred engineering consultants and advisors, we are trusted by our clients, business partners, communities and other stakeholders across Africa and the Middle East.
We co-create engineering solutions that have a positive impact and improve people’s lives. Zutari values inclusion and recognises the importance of a diverse, talented workforce, believing that people need other people to succeed.
What kind of talent do we pursue?
We employ high performing talent with the right attitude and a positive mindset, who are motivated by doing the right thing, getting things done and share a sense of urgency. People who have an impact in our teams and the broader community. People who think differently and connect with those around them to co-create new opportunities and leave a meaningful legacy.
About the role:
We are looking for a Civil Engineer or Technologist with experience in civil engineering projects with an emphasis on bulk water conveyance (bulk water pipelines, pump stations, reservoirs, and associated infrastructure) to join our industry-leading Water team in Tshwane.
Role Responsibilities
Project Management of bulk water conveyance related projects
Engineering design, calculations, and analysis of bulk water pipelines, pump stations, reservoirs, and associated infrastructure across the full lifecycle of the project, i.e., planning, design and implementation which includes construction and completion
Conduct hydraulic modeling and simulations using industry accepted tools such EPANET, InfoWater, or WaterGEMS
Co-ordinate and integrate the design with other engineering disciplines (i.e., structural, fire, mechanical and electrical), development of 3D models, technical drawings and details, technical specifications and associated quantities
Produce other key deliverables on projects such as technical and project related reports, specifications and procurement documentation
Be a team player that is willing to collaborate across multiple disciplines and across multiple geographies in Africa and internationally
Ensure that all work complies with Zutari’s quality control procedures and ensuring that required quality standards are maintained.
Minimum Requirements
BEng/BSc/BTech or equivalent in Civil Engineering.
A post-graduate qualification will be advantageous.
Registered as an Engineer-in-training or Technologist-in-training with ECSA or proof of submission of application.
A minimum of 3 years’ post-graduate experience on civil engineering projects, with an emphasis on bulk conveyance. Experience should entail working on projects across their full lifecycle, i.e., planning through to the end of construction.
Proficient in MS Office Suite products. Knowledge in MS Projects will be advantageous.
Project Management and construction related experience in civil engineering projects.
Construction related experience in bulk conveyance projects will be an advantage.
Sound knowledge or expertise in 3D engineering design software applicable to the envisaged role (especially Autodesk suite) will be an advantage.
Effective Communicator.
We believe that a diverse workforce is key to our business success. We seek the best people for our jobs based on their skills, qualifications, and experience. We embrace the principle of equal opportunity in employment, and we work towards eliminating all forms of unlawful discrimination in our employment practices. In support of diversity and the equal opportunity principle, preference will be given to individuals from designated groups within South Africa.",Mid-Senior level,Full-time,Engineering and Information Technology,Design Services,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4250679369,https://za.linkedin.com/jobs/view/senior-candidate-engineer-bulk-water-conveyance-and-distribution-at-zutari-4250679369,Bac+5 / Master / Ingénieur,90 ans/years,General Search
2025-12-26,December,Internal Recruiter / Recruitment & Sales Training Manager - Learning and Development Manager - Cape Town,We Are Legal Revolution,"City of Cape Town, Western Cape, South Africa","Internal Recruiter & Training Manager / L&D Manager- Century City - Cape Town
Provided secure parking OR paid for Uber home
Managing 2 internal recruiters
Delivering training program for a fast growth recruitment business proud to be amongst the best in the world at what we do
47.5 hours worked a week
40k - 60k Rand per month
100% In office
Our group currently recruits
Lawyers
Accountants
We are soon to open in MS Dynamics and Service Now
Daily training
Amazing offices
Working alongside $500k - $1m billers
Working with probably the best dataset in the world, supported by cutting edge AI.
Must haves
High level of drive
White collar recruitment experience
Ability to work long hours covering partial USA hours
Please apply to be considered, one of our 2 internal recruiters will call you.",Mid-Senior level,Full-time,Training,Staffing and Recruiting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4329194199,https://za.linkedin.com/jobs/view/internal-recruiter-recruitment-sales-training-manager-learning-and-development-manager-cape-town-at-we-are-legal-revolution-4329194199,N/A,N/A,General Search
2025-12-26,December,Brand Manager Specialty - Immunology,Aspen Pharma Group,"Johannesburg, Gauteng, South Africa","Company Description
We are a global specialty and branded pharmaceutical company, improving the health of patients across the world through our high quality and affordable medicines. Active at every stage of the value chain, we are uniquely diversiﬁed by geography, product and manufacturing capability.
Aspen is a dynamic organization built on entrepreneurial strength and forward-thinking minds. We attract high performing individuals who are passionate about their career and have a desire to exceed expectations. At Aspen, not only do we source for the best talent, but we also provide a host of opportunities for continuous development.
The Group’s key business segments are Manufacturing and Commercial Pharmaceuticals comprising Regional Brands and Sterile Focus Brands. We have approximately 9 100 employees at 69 established offices in over 50 countries and we improve the health of patients in more than 150 countries through our high quality, affordable medicines.
OBJECTIVE OF ROLE
Drive sustainable, profitable growth of the product portfolios/ therapeutic categories with appropriate strategic direction, brand stewardship and commercial acumen.
Key Responsibilities
Strategic Decision making
Develop promotional and advertising strategies that grow brand market shares against competitors
Strategies need to create demand for Brands in portfolio’s by ensuring the necessary support to the sales teams with high levels of energy, motivation, integrity, and urgency to help them achieve sales targets
Market analysis and gathering insights to arrive at strategic intent
Develop succinct portfolio/brand strategies with supporting tactical plans in form of a Brand Plan to drive the strategic intent
Successful roll out and lead the implementation of tactical plans and monitor the roll out
Implementation, monitoring, and measurement of the success of the developed strategies and to ensure that they are flexible to adapt to a dynamic environment
Anticipate future trends in disease management and the market environment
Commercial capability
Ability to set sales budgets agreed in the business
Managing advertising budget and spend for the portfolio
Ability to manage cross-functional networks and channel resources for the portfolio to drive profitable growth
Ability to interpret and implement insights drawn from a variety of internal and external data sources
Sustainable business growth and profitability
Forecasting accuracy
Effectively manage and monitor sales as well as promotional budgets
Effectively manage and initiate the required Advertising and promotional campaigns to support execution excellence and maximize ROI
Effectively manage and initiate the required Advertising and promotional campaigns to support execution excellence and maximize ROI
Initiate robust measurements for tactical execution outcomes to maximize ROI and future commitment decision making
Assess market potential of opportunities/pipeline with NPL team to successfully implement new products once launch ready
Pipeline management to secure future portfolio assets with NPL team
Internal and external customer interaction
Enthusiastically communicate plans and results with the Sales force, business leadership and relevant teams within the business regularly
Drive cross functional efficiencies and collaboration with key stakeholders to deliver on quantitative and qualitative targets and achieve brand/portfolio priorities through engagements
Sense of urgency in resolution of customer queries
Quality assessments of portfolio/ brand strategy and tactical implementation through customer interactions / infield visits to obtain required intelligence and insights
Optimize Training department engagements to ensure field force is fully equipped and aligned with strategic and execution requirements
Educational Requirements
Matric
Relevant Post Matric Marketing/Health Science Degree
Knowledge & Experience Requirements
3+ years Pharmaceutical and/or Marketing industry experience
Successful track record and experience in Pharmaceutical Sales / Marketing
2-3 years’ brand/sales management experience would be beneficial
Financial literacy
Applicable industry knowledge
Knowledge in biotechnology and biologics is advantageous
Soft Skills And Competency Requirements
Enthusiasm, passion, and high energy are key requisites
Commercial acumen
Analytical skills
Project management
Networking ability
Interpersonal skills
Ability to perform under pressure
Self-starter and self-motivated
Sense of urgency
Prioritizing and planning
Verbal and written communication skills
Aptitude for continuous learning
Influential and impactful presentation skills
Adaptability and flexibility in a changing environment
Computer Skills Required
The applicant must be proficient in the various applications (Word, Excel and PowerPoint) within the Microsoft Office bundle.
DRIVERS LICENCE
The successful candidate must have a valid driver’s licence and be able to travel as per the expectations of the role.
FEEDBACK
Please note that if you have not heard from the Human Capital department within 30 days of this advert closing, your application has unfortunately been unsuccessful.
INTERNAL APPLICATIONS
Internal Applications must be completed using an Aspen mailing address after applicants have had informed their direct line managers of their application for this specific role.
Aspen is committed to the principles of equal employment opportunity. Preference will be given to Employment Equity candidates in line with Aspen’s Transformation Agenda.
#JT",Associate,Full-time,Health Care Provider,Pharmaceutical Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4341750994,https://za.linkedin.com/jobs/view/brand-manager-specialty-immunology-at-aspen-pharma-group-4341750994,Bac+8 / Doctorat,2 ans/years,General Search
2025-12-26,December,Bedrijfswagenmonteur - Utrecht,VNOM,"Utrecht, KwaZulu-Natal, South Africa","Wat ga je doen?
Altijd al willen sleutelen aan bedrijfswagens en zoek je een functie met veel afwisseling? Dan is dit je kans! Als Bedrijfswagenmonteur werk je aan allerlei technische aspecten van bedrijfswagens: van mechanisch tot elektrisch, van hydrauliek tot motoren. Geen dag is hetzelfde, en er wordt écht in jouw groei geïnvesteerd.
Wat ga je doen?
Je spoort storingen op met behulp van moderne diagnoseapparatuur;
Je voert onderhoud en reparaties uit aan mechanische, elektrische, hydraulische én motorische systemen;
Werken aan verschillende systemen, waaronder remmen, transmissies, brandstofsystemen en elektrische installaties;
Meehelpen aan de opbouw van voertuigen en uitvoeren van motorisch onderhoud;
Stellen van diagnoses met moderne apparatuur en het verhelpen van technische mankementen;
Bijdragen aan veiligheid en betrouwbaarheid van het wagenpark volgens de hoogste standaarden.
Wat heb je nodig?
Als Bedrijfswagenmonteur Is Het Van Belang Dat Jij Al Ervaring Hebt Met Het Sleutelen Aan Lichten En/of Zware Bedrijfswagens. Daarnaast Vind Jij Het Leuk Om Met Behulp Van Trainingen, Opleidingen En Cursussen Jouw Kennis Te Vergroten. Kortom, Jij Bent Positief Ingesteld En Leergierig! Functie-eisen
Affiniteit met techniek en de wil om te leren;
Een afgeronde technische opleiding (bijv. voertuigtechniek of metaaltechniek);
Ervaring met lassen, hydrauliek of elektro is mooi meegenomen;
Je bent leergierig, nauwkeurig en werkt graag in teamverband;
Je vindt het leuk om bezig te zijn met maatwerk en klantgerichte oplossingen;
Je bent flexibel en hebt een proactieve werkhouding.
Je krijgt:
Ben Jij Op Zoek Naar Een Uitdagende Functie Als Bedrijfswagenmonteur Met Veel Doorgroeimogelijkheden, De Ruimte Om Jezelf Te Ontwikkelen En Wil Jij Werken Binnen Een Organisatie Waar Gezelligheid Ook Heel Belangrijk Is? Dan Bieden Wij Jou
Een salaris tussen de 2.700,- en 3.500,- bruto per maand op basis van 40 uur per week (afhankelijk van opleiding en werkervaring);
Reiskostenvergoeding a 0,19 per km + vaste onkostenvergoeding;
Opleidingsmogelijkheden en een ontspannen werksfeer met een acceptabele werkdruk;
Bij onregelmatigheden heb jij recht op een onregelmatigheidstoeslag;
Een goede pensioenregeling en voldoende vakantiedagen;
Auto, laptop en telefoon van de zaak behoren tot de mogelijkheden;
Bij goed functioneren uitzicht op vast dienstverband.
Functie-voorstel
Heb je interesse? Neem dan contact op met Ralph! Je kan me bereiken op het telefoonnummer 06-26656475 of via de email via de button ""Solliciteer nu"" op deze pagina.. Laat direct je cv achter door op de sollicitatiebutton te klikken en ik neem direct contact met je op. Ik zie graag je sollicitatie tegemoet!
5cd8a0b9cc68f9ffa4c9253553278a55tec",Not Applicable,Full-time,Engineering,"Construction, Industrial Machinery Manufacturing, and Civil Engineering",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4346148736,https://za.linkedin.com/jobs/view/bedrijfswagenmonteur-utrecht-at-vnom-4346148736,N/A,N/A,General Search
2025-12-26,December,Outage Manger,GE Vernova,"Johannesburg, Gauteng, South Africa","Job Description Summary
All resources, and logistics required to perform services and maintenance activities on customers' site/property. These activities contribute to, maintain, repair and refurbish sold or existing products. Includes all types of maintenance service (preventive and remedial), manage maintenance facilities and field services engineering. Impacts departmental operations and responsible for planning/execution. The role has some autonomy but is focused on execution of activities within an operating discipline covered by standard functional practices and procedures. Some judgment may be required but this is typically with guidance.
Job Description
Roles and Responsibilities
Outage event schedule development, Outage execution management, post Outage reporting, and Outage warranty execution
Developing in-depth knowledge of a technical discipline. Uses prior experience and acquired technical expertise to execute policy/strategy.
In-depth understanding of key business drivers; uses this understanding to accomplish own work. In-depth understanding of how work of own team integrates with other teams and contributes to the area.
Uses some level of judgment and has ability to propose different solutions outside of set parameters but with guidance. Uses prior experience and on-the-job training to solve straightforward tasks. Has access to technical skills and analytic thinking required to solve problems. May use multiple internal sources outside of own team to arrive at decisions.
A job at this level is likely to be an individual contributor with proven interpersonal skills or an early people leader who can hire and develop talent. Provides informal guidance to new team members
Required Qualifications
Degree in Engineering or Project Management from an Accredited university or equivalent
This role requires advanced experience in the Services & Outage Management.
Good technical knowledge of Power plant - Steam Turbine and Generators.
Ability to work effectively across functions.
Financial acumen, knowledge of pricing and cost management
Ability to understand and improve complex processes in a cross-functional environment.
Desired Characteristics
Fluency in English
Excellent written/oral communication and interpersonal skills, customer focused, enthusiastic.
Outstanding interpersonal, Strong communication skills, capable of influencing and driving execution of outage works on sites
Willingness and ability to travel
Demonstrated ability to analyze and resolve problems.
Ability to document, plan and execute programs
Safety and Quality drive is paramount
Additional Information
Relocation Assistance Provided:
No",Mid-Senior level,Full-time,Other,Electric Power Generation,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4348365070,https://za.linkedin.com/jobs/view/outage-manger-at-ge-vernova-4348365070,Bac+5 / Master / Ingénieur,N/A,General Search
2025-12-26,December,E-Commerce Manager,Samsonite,"Western Cape, South Africa","About Us
Who we are:
Samsonite is the worldwide leader in superior travel bags, luggage, and accessories combining notable style with the latest design technology and the utmost attention to quality and durability. For more than 100 years, Samsonite has leveraged its rich heritage to create unparalleled products that fulfill the travel lifestyle needs of conscious movers everywhere. With a portfolio of brands including Samsonite, Tumi, American Tourister, High Sierra, Gregory, Hartmann, and Lipault Paris, our products are sold in over 100 countries in North America, Asia, Europe and Latin America through our company-operated retail store, websites and a variety of retail partners.
Job Description
Ecommerce Strategy and Revenue Growth:
Develop and execute the ecommerce roadmap/ strategy with management to achieve revenue, conversion, and customer acquisition goals. Ensure the ecommerce channel complements and strengthens Samsonites retail distribution strategy. Support and Work closely with store retail team.
Site Functionality And Optimisation
Maintain the five ecommerce platforms to ensure daily operational functionality, stock accuracy and seamless transaction processing.
Lead continuous improvement of the online experience, optimising site structure, navigation, product pages, and discuss and gain agreement on merchandising strategies to improve usability.
Customer Journey And Experience
Deliver a best-in-class customer experience by ensuring the ecommerce journey is seamless, responsive, and aligned with Samsonite’s brands’ values. Drive initiatives to improve retention, average order value, and customer lifetime value.
Digital Performance And Analytics
Monitor ecommerce KPIs including traffic, conversion rate, bounce rate, AOV, and ROAS. Leverage data to identify opportunities, test solutions, and refine strategy. Build dashboards and reporting tools to support performance tracking and insights sharing with management. Oversee SEO and AdWords Optimisation by collaborating with the digital agency. Hold a weekly meeting with the Digital marketing agency to ensure that tasks are completed in alignment with the set goals. Monitor progress and suggest changes to the Google AdWords campaigns optimisation process, which will be executed by the digital agency. Conduct monthly performance meetings with digital agency. Share results or strategy changes with management.
Campaign and Product Launch Execution
Plan, manage and coordinate the online execution of brand campaigns and new product launches, working closely with management, inhouse team and outsource partners to ensure timely and accurate rollout across all digital touchpoints
CRO
Implement conversion rate optimisation strategies. Partner with outsourced development team and in house team to deliver best in class product experiences (product page optimisation), product recommendations, dynamic content, personalised email campaigns
Oversee the customer service:
Supervise the customer service department to ensure all interactions are handled accordingly
.
Provide additional support, including advice and suggestions, to the Customer when needed.Step in and call or answer customers queries when required
Budget Management
Manage the ecommerce budget, ensuring spend is prioritised for growth-driving activities in keeping Samsonite ahead of local competitors. Track and report on budget performance in alignment with local and European business goals.
Weekly and Monthly Meetings
Provide weekly and monthly ecommerce performance reporting to local and European management teams.
Hosting: Manage hosting environments (This will change once BigCommerce is implemented)
Currently hosting with xNeelo and DNS through Cloudflare
Monitor Cloudflare
Problem solve any issues that may arise with Dev house or with the vendor
Bot management (either robot.txt or within Cloudflare)
Experience Required
Minimum of 5 years’ experience in an ecommerce or digital performance role, ideally within the premium goods sectors.
Proven track record of driving revenue growth and optimising digital customer journeys.
Experience working with ecommerce platforms and content management systems (e.g., Wordpress WooCommerce, experience with Bigcommerce will be an advantage).
Experience in digital performance marketing, including PPC, SEO, Google Analytics, and email marketing tools such as MailChimp.
Strong proficiency in Microsoft Office (Excel, PowerPoint, Word) and Google Analytics (GA4 preferred).
Experience in managing ecommerce sales, including revenue forecasting, target setting, and performance reporting.
Hands-on experience with ecommerce platforms and CRM tools like Metrorik
Familiarity with digital advertising platforms including Google Ads, Meta Ads Manager, and other paid social tools.
Competency
Ability to work under pressure
Managing digital content, tracking metrics, and optimising user experience.
Ability to manage multiple projects, meeting deadlines and achieving commercial goals.
Comfortable in a fast paced, changing environment, managing both short term and long term priorities.
Ability to adjust quickly when required to do so i.e. launch a campaigns in a moment’s notice
Strong teamwork skills with the ability to collaborate across departments, European teams and with external partners.
Have an understanding of the latest ecommerce and digital marketing trends and tools
Focused on improving the customer experience and driving retention through digital touchpoints and Samsonite’s retail footprint
Ability to and knowledge of the following applications is beneficial:
Xneelo – Intermediate / Advanced
CloudFlare – Advanced with DNS experience
WordPress – Intermediate / Advanced
WooCommerce – Intermediate / Advanced
MySQL – Advanced
MailChimp – Intermediate
Google GA4 – Intermediate/ Advanced
Google Ad’s – Intermediate
Google Search Console – Intermediate/ Advanced
Google MyBusiness – Beginner / Intermediate
Google looker studio – Intermediate
Google Docs and Sheets – basic
Meta – Intermediate/ Advanced
Product Feeds both Google and Meta - Intermediate/ Advanced
Tracking and Pixel knowledge - Intermediate/ Advanced
Metorik – Beneficial - Basic knowledge (Not many people know of Metorik)
BigCommerce – Beneficial - Basic knowledge will need training
Microsoft Office - Intermediate
Word, PowerPoint - Intermediate
Excel – intermediate / Advanced
TextFile – (CSV) intermediate
Funnel.io - Basic / Intermediate
Tawk Online chat - Intermediate
TakeAlot Marketplace – Intermediate
Amazon – Basic / Intermediate
About The Team
Why you'll love working here:
Our employees matter. As a people-focused business, we work hard to provide meaningful rewards and development opportunities for our employees, recognizing performance, and creating a supportive working environment for them, wherever they are based.
Vibrant culture. We are committed to a diverse and rich culture, welcoming people from all walks of life. Our long-standing commitment to diversity and inclusion empowers us to bring our authentic selves and unique differences to work every day.
Socially responsible. We want to minimize our products' impact on the environment and help create positive journeys worldwide. We do this by creating the best products using the most sustainable and innovative materials, methods, and models.
What We Value
At Samsonite, we do more than create the bags that move with our consumer, we inspire and celebrate the moments that move them. We believe we have a responsibility to the world in how we operate, the products we sell, the communities where we live and work, and how we treat the people we employ. We're as diverse as travel itself, and like travel, your journey with Samsonite presents the opportunity to be a part of something bigger and explore your passions. This is why we offer various paths for professionals and celebrate the knowledge and skills they bring to our team. We are committed to a respectful workplace that allows our team members to bring their best selves to the workplace daily.
Samsonite is an equal opportunity employer and is committed to promoting and maintaining a work environment in which all applicants, associates, customers, and other individuals are treated with dignity and respect free from unlawful harassment, discrimination, or retaliation.",Mid-Senior level,Full-time,Sales and Business Development,Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4285541762,https://za.linkedin.com/jobs/view/e-commerce-manager-at-samsonite-4285541762,Bac+5 / Master / Ingénieur,100 ans/years,General Search
2025-12-26,December,SAP HANA FIN,Blue Pearl HQ,"Cape Town, Western Cape, South Africa","Job Description
The
Package Specialist – SAP HANA FIN (
SAP Group Reporting experience
) is a highly skilled professional responsible for the design, configuration, implementation, and support of SAP HANA Financials solutions. This role requires deep expertise across SAP Financials modules such as FIN FSCM, FIN PS, FIN TR, FIN JVA, and FIN TE with a strong ability to integrate these solutions into clients’ existing business environments. The specialist acts as a trusted advisor to clients, leveraging both functional and technical knowledge to deliver optimized, high-performing financial processes.
In addition, the role may involve supporting SAP Enterprise Performance Management (EPM) solutions, including SAP BCP, Embedded BPC, SAP Group Reporting, and SAP Analytics Cloud.
Must have SAP Group Reporting experience.
Requirements
Key Responsibilities
Solution Design & Implementation
Lead the design, configuration, and deployment of SAP HANA Financials modules in accordance with client requirements.
Translate business needs into effective SAP solutions aligned with industry best practices.
Ensure seamless integration of SAP HANA FIN modules with existing systems and cross-functional processes.
Must have SAP Group Reporting experience
Client Engagement & Advisory
Serve as a trusted business advisor, providing strategic insights on SAP financial systems and process improvements.
Collaborate with business stakeholders to gather and analyze functional requirements.
Conduct workshops, solution demonstrations, and user training sessions.
System Support & Enhancement
Provide post-implementation support, troubleshooting, and optimization of SAP HANA Financials solutions.
Identify opportunities to enhance system performance, functionality, and user experience.
Maintain documentation for system configurations, processes, and enhancements.
Cross-Functional Collaboration
Work closely with technical teams, developers, and business units to ensure aligned project delivery.
Coordinate integration efforts with related SAP modules and third-party systems.
Support EPM-related solutions such as SAP BCP, Embedded BPC, SAP Group Reporting, and SAP Analytics Cloud where required.
Experience:
Must have SAP Group Reporting experience
5 to 10 years’ experience
Duration
: 19 January to 19 July 2026
Location
: Cape Town
check(event) ; career-website-detail-template-2 => apply(record.id,meta)"" mousedown=""lyte-button => check(event)"" final-style=""background-color:#187B9E;border-color:#187B9E;color:white;"" final-class=""lyte-button lyteBackgroundColorBtn lyteSuccess"" lyte-rendered="""">",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4350401193,https://za.linkedin.com/jobs/view/sap-hana-fin-at-blue-pearl-hq-4350401193,Bac,5 ans/years,General Search
2025-12-26,December,Business Line Manager - Power Technique Service,Atlas Copco Group,"Brakpan, Gauteng, South Africa","Your role
As a Business Line Manager - Power Technique Service, your mission is to contribute towards the development of Power Technique Service (PTS) Southern Africa Region to become a formidable supplier of the Business Area’s and specifically the Power technique Service Division’s product portfolio in the region. You will report to the PT General Manager. Local South African conditions will apply for this opportunity.
Role Overview
Maintain a close relationship with Power Technique Service Division to develop and implement business marketing plans to achieve divisional targets.
Product costing and pricing.
Sales support and product training.
Work with the regional teams to develop innovative marketing programs and event campaigns.
Implement usage of continuous introduced Sales Tools and related training.
Dealer and channel management.
Extend the dealer and indirect channel network to ensure optimized presence and coverage.
Formulation of pricing strategies and distribution channel analysis & development.
All sales activities related to dealers / agents for PTS Division.
Sales performance of dealers / agents and project sales.
Lead and motivate all members of the regional sales teams, ensuring individual professional growth of each so that they are equipped with the required competencies and attitude to deliver at their highest possible levels.
Responsible for the performance and development of the regional sales team.
Prepare action plans/activities for effective search of sales leads and prospects.
Conduct continuous one-on-one review with the regional team to build more effective communication, to understand training and development needs, and to provide insight and further planning for the improvement of sales and activity performance.
Maintain good internal and external customer relationships.
Effectively manage the Account Receivables of PTS Division to ensure that the set targets are achieved.
Effectively manage the inventory levels to the desired levels.
Monitor and control business activities and expenditure to meet operational performance and budget target guidelines (functional cost efficiency and MaCo).
Co-ordination of activities between Equipment Sales APE, PFL and PTS Divisions.
Report on market matters and competition developments on a regular basis.
To succeed, you will need
We value diverse experiences and perspectives and are excited to see what you bring to the role.
University degree in Engineering or equivalent experience.
Sound aftermarket marketing and sales management background within Atlas Copco.
Proven track record of profitable sales results and commercial/business development.
End-to-end execution of marketing strategies, including territorial and channel management.
Financial acumen.
Performance management expertise: coaching, appraisals, and goal-setting.
Results-oriented with a winning attitude and clear focus on targets.
Creative and strategic thinker committed to lifelong learning.
Self-motivated, determined, and capable of working both independently and as part of a team.
Strong customer focus.
Valid driver’s license.
In return, we offer
Culture of trust and accountability
Lifelong learning and career growth
Innovation powered by people
Comprehensive benefits
Health and well-being
Job location
On-Site
This role requires you to work on-site at our office in Jet Park, Gauteng, South Africa (ZA). You will be part of a dynamic team and enjoy the benefits of face-to-face collaboration.
Uniting curious minds
Behind every innovative solution, there are people working together to transform the future. With careers sparked by initiative and lifelong learning, we unite curious minds, and you could be one of them.",Not Applicable,Full-time,Business Development and Sales,Machinery Manufacturing,https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/4325653876,https://za.linkedin.com/jobs/view/business-line-manager-power-technique-service-at-atlas-copco-group-4325653876,Bac+5 / Master / Ingénieur,N/A,General Search
